site_code,obs_time,water_level,flow,rainfall
SH00166,2024-01-07 10:50,16.62,127.24,43.15
SH00053,2024-01-07 11:00,21.76,169.15,37.45
SH00001,2024-01-07 11:10,30.11,295.76,15.07
SH00106,2024-01-07 11:20,16.93,59.77,2.23
SH00044,2024-01-07 11:30,21.9,124.66,38.58
SH00077,2024-01-07 11:40,27.64,157.19,1.63
SH00009,2024-01-07 11:50,21.7,128.01,7.84
SH00045,2024-01-07 12:00,10.13,125.5,17.88
SH00167,2024-01-07 12:10,26.11,204.82,48.67
SH00058,2024-01-07 12:20,29.79,177.66,39.81
SH00104,2024-01-07 12:30,21.62,415.92,40.43
SH00160,2024-01-07 12:40,13.87,399.09,9.64
SH00101,2024-01-07 12:50,28.38,316.44,6.61
SH00145,2024-01-07 13:00,24.93,292.26,32.26
SH00069,2024-01-07 13:10,25.05,90.71,43.99
SH00154,2024-01-07 13:20,17.86,458.45,30.59
SH00031,2024-01-07 13:30,12.85,485.14,20.07
SH00151,2024-01-07 13:40,17.43,122.02,45.32
SH00069,2024-01-07 13:50,22.82,304.86,45.08
SH00026,2024-01-07 14:00,21.72,131.37,22.32
SH00096,2024-01-07 14:10,14.64,230.35,47.21
SH00082,2024-01-07 14:20,13.02,433.87,31.48
SH00037,2024-01-07 14:30,24.02,450.66,21.29
SH00007,2024-01-07 14:40,10.09,316.89,32.99
SH00081,2024-01-07 14:50,27.49,171.72,9.55
SH00177,2024-01-07 15:00,14.61,199.34,0.5
SH00036,2024-01-07 15:10,12.01,337.93,14.98
SH00114,2024-01-07 15:20,19.7,316.08,31.89
SH00033,2024-01-07 15:30,17.49,383.56,43.0
SH00140,2024-01-07 15:40,14.73,418.39,31.41
SH00139,2024-01-07 15:50,25.82,315.82,36.8
SH00139,2024-01-07 16:00,19.66,68.65,24.64
SH00054,2024-01-07 16:10,27.61,390.9,29.45
SH00025,2024-01-07 16:20,17.16,327.88,2.86
SH00171,2024-01-07 16:30,15.8,244.98,2.87
SH00092,2024-01-07 16:40,24.7,288.68,41.48
SH00083,2024-01-07 16:50,23.99,369.77,23.89
SH00131,2024-01-07 17:00,15.32,267.01,32.92
SH00056,2024-01-07 17:10,27.25,336.94,15.94
SH00101,2024-01-07 17:20,13.38,121.56,9.18
SH00137,2024-01-07 17:30,13.67,378.2,33.18
SH00077,2024-01-07 17:40,18.94,298.61,9.44
SH00166,2024-01-07 17:50,10.25,432.99,8.48
SH00023,2024-01-07 18:00,15.75,308.03,29.7
SH00168,2024-01-07 18:10,18.35,126.61,34.68
SH00001,2024-01-07 18:20,15.25,423.97,17.13
SH00093,2024-01-07 18:30,18.61,133.3,23.86
SH00060,2024-01-07 18:40,22.29,72.46,38.01
SH00052,2024-01-07 18:50,20.77,129.94,8.02
SH00152,2024-01-07 19:00,14.44,433.48,34.74
SH00136,2024-01-07 19:10,12.87,268.63,1.86
SH00176,2024-01-07 19:20,24.97,423.93,2.74
SH00101,2024-01-07 19:30,15.63,868.9200000000001,35.66
SH00059,2024-01-07 19:40,19.26,139.95,21.18
SH00038,2024-01-07 19:50,27.15,352.98,10.28
SH00106,2024-01-07 20:00,12.29,339.31,39.63
SH00112,2024-01-07 20:10,15.99,472.41,35.77
SH00074,2024-01-07 20:20,12.33,386.99,22.99
SH00100,2024-01-07 20:30,20.47,264.47,21.01
SH00178,2024-01-07 20:40,14.17,162.95,14.62
SH00072,2024-01-07 20:50,27.6,413.98,23.67
SH00141,2024-01-07 21:00,18.83,499.1,41.79
SH00049,2024-01-07 21:10,13.45,363.8,2.06
SH00114,2024-01-07 21:20,16.15,397.17,3.89
SH00089,2024-01-07 21:30,18.57,200.86,9.82
SH00115,2024-01-07 21:40,21.41,498.84,8.28
SH00095,2024-01-07 21:50,24.91,220.33,38.05
SH00072,2024-01-07 22:00,23.76,127.83,25.79
SH00168,2024-01-07 22:10,10.24,480.78,29.78
SH00161,2024-01-07 22:20,27.71,266.77,47.18
SH00072,2024-01-07 22:30,14.69,401.1,30.17
SH00057,2024-01-07 22:40,19.54,84.94,33.6
SH00166,2024-01-07 22:50,22.7,381.67,14.68
SH00134,2024-01-07 23:00,15.24,145.53,2.56
SH00116,2024-01-07 23:10,26.86,483.36,17.57
SH00120,2024-01-07 23:20,12.63,444.58,37.75
SH00018,2024-01-07 23:30,17.35,183.62,34.7
SH00156,2024-01-07 23:40,21.43,472.27,7.46
SH00148,2024-01-07 23:50,26.86,54.99,25.85
SH00167,2024-01-08 00:00,26.83,302.94,1.02
SH00110,2024-01-08 00:10,10.67,454.74,11.39
SH00109,2024-01-08 00:20,21.84,160.54,1.35
SH00055,2024-01-08 00:30,10.45,232.05,35.04
SH00035,2024-01-08 00:40,13.66,132.53,20.52
SH00165,2024-01-08 00:50,15.62,86.58,0.81
SH00130,2024-01-08 01:00,18.62,148.11,38.0
SH00012,2024-01-08 01:10,17.74,388.14,28.63
SH00044,2024-01-08 01:20,23.93,362.12,43.42
SH00103,2024-01-08 01:30,10.48,429.73,39.94
SH00172,2024-01-08 01:40,22.74,306.95,6.95
SH00068,2024-01-08 01:50,22.96,302.47,38.25
SH00103,2024-01-08 02:00,23.66,249.25,20.36
SH00018,2024-01-08 02:10,18.04,123.29,46.55
SH00122,2024-01-08 02:20,13.83,414.31,29.07
SH00158,2024-01-08 02:30,11.6,497.84,40.82
SH00144,2024-01-08 02:40,13.08,366.09,48.29
SH00060,2024-01-08 02:50,29.27,255.89,45.72
SH00079,2024-01-08 03:00,22.21,127.23,29.37
SH00179,2024-01-08 03:10,21.83,359.13,33.24
SH00061,2024-01-08 03:20,29.15,686.12,49.48
SH00092,2024-01-08 03:30,25.5,324.72,20.93
SH00046,2024-01-08 03:40,11.27,202.99,26.93
SH00156,2024-01-08 03:50,20.61,481.37,13.58
SH00072,2024-01-08 04:00,23.17,160.41,2.72
SH00174,2024-01-08 04:10,26.44,83.91,36.23
SH00002,2024-01-08 04:20,17.73,219.61,32.04
SH00088,2024-01-08 04:30,27.66,287.47,43.18
SH00027,2024-01-08 04:40,17.59,432.91,44.12
SH00037,2024-01-08 04:50,38.03,344.32,4.66
SH00030,2024-01-08 05:00,19.52,471.61,48.87
SH00115,2024-01-08 05:10,27.6,141.61,25.66
SH00017,2024-01-08 05:20,19.09,230.95,26.43
SH00045,2024-01-08 05:30,23.03,396.68,41.65
SH00008,2024-01-08 05:40,23.21,58.66,7.37
SH00087,2024-01-08 05:50,29.03,132.73,32.34
SH00108,2024-01-08 06:00,20.8,240.34,29.62
SH00099,2024-01-08 06:10,27.17,-172.82999999999998,23.61
SH00136,2024-01-08 06:20,12.67,57.53,31.25
SH00045,2024-01-08 06:30,29.89,239.58,33.63
SH00056,2024-01-08 06:40,16.52,317.69,31.51
SH00134,2024-01-08 06:50,23.61,943.77,45.0
SH00170,2024-01-08 07:00,28.61,114.17,8.12
SH00153,2024-01-08 07:10,10.37,90.51,46.3
SH00064,2024-01-08 07:20,10.18,298.09,13.31
SH00016,2024-01-08 07:30,25.0,219.53,38.05
SH00082,2024-01-08 07:40,12.66,394.18,34.49
SH00179,2024-01-08 07:50,25.28,165.13,37.69
SH00095,2024-01-08 08:00,25.58,175.27,0.81
SH00180,2024-01-08 08:10,15.44,444.73,25.5
SH00146,2024-01-08 08:20,19.04,274.29,25.89
SH00106,2024-01-08 08:30,13.05,138.91,6.36
SH00119,2024-01-08 08:40,22.09,331.22,26.45
SH00096,2024-01-08 08:50,21.63,305.13,24.23
SH00045,2024-01-08 09:00,12.7,72.72,12.83
SH00043,2024-01-08 09:10,29.22,303.65,6.44
SH00117,2024-01-08 09:20,28.97,306.14,20.41
SH00157,2024-01-08 09:30,29.71,458.91,47.4
SH00155,2024-01-08 09:40,25.82,380.31,12.4
SH00123,2024-01-08 09:50,27.3,229.92,25.74
SH00048,2024-01-08 10:00,17.44,401.45,0.62
SH00045,2024-01-08 10:10,10.98,476.39,40.37
SH00025,2024-01-08 10:20,16.55,321.41,37.3
SH00040,2024-01-08 10:30,29.82,231.1,1.47
SH00013,2024-01-08 10:40,23.05,346.2,23.32
SH00018,2024-01-08 10:50,29.13,187.23,32.6
SH00073,2024-01-08 11:00,24.62,303.81,10.89
SH00148,2024-01-08 11:10,19.91,118.54,31.78
SH00152,2024-01-08 11:20,22.26,245.65,16.36
SH00171,2024-01-08 11:30,28.8,110.94,45.43
SH00167,2024-01-08 11:40,13.03,283.37,11.68
SH00125,2024-01-08 11:50,29.87,242.65,47.12
SH00144,2024-01-08 12:00,28.11,230.31,45.77
SH00140,2024-01-08 12:10,28.42,490.55,1.7
SH00137,2024-01-08 12:20,12.63,51.94,23.69
SH00001,2024-01-08 12:30,18.97,233.82,5.03
SH00123,2024-01-08 12:40,13.06,394.02,45.77
SH00002,2024-01-08 12:50,16.19,407.93,15.37
SH00082,2024-01-08 13:00,14.51,82.64,9.71
SH00104,2024-01-08 13:10,11.94,73.32,24.51
SH00128,2024-01-08 13:20,29.81,207.33,11.29
SH00170,2024-01-08 13:30,13.59,70.24,34.75
SH00150,2024-01-08 13:40,21.95,81.94,9.91
SH00011,2024-01-08 13:50,13.8,379.29,40.52
SH00115,2024-01-08 14:00,15.73,324.02,38.99
SH00137,2024-01-08 14:10,18.32,107.9,11.27
SH00002,2024-01-08 14:20,23.84,261.7,16.07
SH00121,2024-01-08 14:30,22.6,489.86,34.4
SH00023,2024-01-08 14:40,19.67,157.5,32.87
SH00021,2024-01-08 14:50,15.36,222.59,48.58
SH00143,2024-01-08 15:00,25.9,279.0,17.22
SH00025,2024-01-08 15:10,16.42,425.83,13.03
SH00172,2024-01-08 15:20,17.31,321.02,5.85
SH00122,2024-01-08 15:30,10.05,178.28,29.39
SH00080,2024-01-08 15:40,16.38,190.29,26.98
SH00064,2024-01-08 15:50,22.08,404.81,27.3
SH00007,2024-01-08 16:00,23.62,314.85,19.68
SH00011,2024-01-08 16:10,14.77,217.29,41.04
SH00072,2024-01-08 16:20,22.57,362.02,1.05
SH00039,2024-01-08 16:30,17.83,120.85,34.89
SH00073,2024-01-08 16:40,23.84,369.18,10.33
SH00107,2024-01-08 16:50,12.64,74.97,9.49
SH00006,2024-01-08 17:00,20.06,278.25,2.67
SH00011,2024-01-08 17:10,20.11,484.23,27.92
SH00044,2024-01-08 17:20,10.82,355.77,5.87
SH00178,2024-01-08 17:30,22.58,490.59,43.28
SH00038,2024-01-08 17:40,26.22,220.36,4.81
SH00144,2024-01-08 17:50,10.94,123.35,19.97
SH00153,2024-01-08 18:00,23.12,64.56,49.71
SH00041,2024-01-08 18:10,12.93,691.09,30.03
SH00070,2024-01-08 18:20,17.27,175.33,24.01
SH00137,2024-01-08 18:30,23.58,355.51,6.88
SH00114,2024-01-08 18:40,25.01,180.17,37.29
SH00063,2024-01-08 18:50,21.53,239.55,39.63
SH00034,2024-01-08 19:00,27.46,130.91,16.34
SH00001,2024-01-08 19:10,17.27,489.3,6.89
SH00078,2024-01-08 19:20,10.33,718.29,40.65
SH00133,2024-01-08 19:30,18.03,198.79,40.63
SH00102,2024-01-08 19:40,14.77,423.16,18.55
SH00165,2024-01-08 19:50,1.75,34.98000000000002,13.3
SH00151,2024-01-08 20:00,10.88,103.22,8.25
SH00008,2024-01-08 20:10,12.86,110.87,30.42
SH00118,2024-01-08 20:20,25.14,305.79,34.81
SH00148,2024-01-08 20:30,22.99,134.0,19.62
SH00111,2024-01-08 20:40,10.86,438.37,23.17
SH00076,2024-01-08 20:50,23.23,166.01,13.67
SH00012,2024-01-08 21:00,16.38,386.22,48.13
SH00085,2024-01-08 21:10,14.5,90.75,27.87
SH00141,2024-01-08 21:20,21.9,206.54,17.52
SH00073,2024-01-08 21:30,25.24,229.16,20.31
SH00176,2024-01-08 21:40,17.42,105.51,30.83
SH00098,2024-01-08 21:50,10.24,486.28,20.42
SH00080,2024-01-08 22:00,20.84,63.72,0.52
SH00108,2024-01-08 22:10,28.04,232.75,6.55
SH00094,2024-01-08 22:20,20.08,562.23,18.72
SH00059,2024-01-08 22:30,23.59,335.66,4.51
SH00109,2024-01-08 22:40,11.08,286.95,28.6
SH00078,2024-01-08 22:50,11.5,160.38,16.32
SH00097,2024-01-08 23:00,29.37,379.37,18.27
SH00178,2024-01-08 23:10,28.78,463.06,29.18
SH00147,2024-01-08 23:20,28.67,85.98,32.15
SH00102,2024-01-08 23:30,18.69,384.62,15.02
SH00110,2024-01-08 23:40,16.6,448.33,27.69
SH00156,2024-01-08 23:50,19.9,332.24,27.98
SH00096,2024-01-09 00:00,23.73,72.13,9.29
SH00123,2024-01-09 00:10,26.95,410.58,4.44
SH00165,2024-01-09 00:20,12.01,133.52,1.28
SH00056,2024-01-09 00:30,13.79,417.82,34.51
SH00175,2024-01-09 00:40,12.67,304.49,43.03
SH00144,2024-01-09 00:50,28.43,194.97,38.15
SH00118,2024-01-09 01:00,17.52,436.76,32.64
SH00061,2024-01-09 01:10,22.44,369.1,11.19
SH00037,2024-01-09 01:20,10.93,157.23,9.12
SH00001,2024-01-09 01:30,11.31,327.58,11.4
SH00076,2024-01-09 01:40,12.77,482.69,24.73
SH00039,2024-01-09 01:50,27.79,54.09,33.63
SH00022,2024-01-09 02:00,16.57,170.93,17.1
SH00114,2024-01-09 02:10,16.47,305.78,30.47
SH00057,2024-01-09 02:20,12.49,51.7,41.62
SH00055,2024-01-09 02:30,23.47,132.94,37.92
SH00039,2024-01-09 02:40,28.27,271.74,23.37
SH00107,2024-01-09 02:50,27.73,277.8,48.0
SH00077,2024-01-09 03:00,34.6,62.72,40.13
SH00097,2024-01-09 03:10,25.95,200.78,15.66
SH00035,2024-01-09 03:20,22.6,88.17,41.2
SH00077,2024-01-09 03:30,34.56,109.52,24.8
SH00094,2024-01-09 03:40,20.13,242.61,21.01
SH00111,2024-01-09 03:50,26.61,56.21,2.0
SH00131,2024-01-09 04:00,23.25,210.57,42.35
SH00068,2024-01-09 04:10,28.92,378.02,14.14
SH00125,2024-01-09 04:20,22.91,143.99,26.14
SH00147,2024-01-09 04:30,23.59,386.85,41.93
SH00154,2024-01-09 04:40,25.79,165.96,45.69
SH00159,2024-01-09 04:50,27.77,416.24,0.71
SH00170,2024-01-09 05:00,14.15,420.6,38.75
SH00034,2024-01-09 05:10,24.91,488.91,12.86
SH00041,2024-01-09 05:20,24.37,313.58,46.73
SH00170,2024-01-09 05:30,27.34,96.95,30.8
SH00065,2024-01-09 05:40,10.33,364.91,9.12
SH00042,2024-01-09 05:50,12.75,136.9,29.58
SH00128,2024-01-09 06:00,16.0,422.02,46.46
SH00119,2024-01-09 06:10,24.93,363.24,3.21
SH00037,2024-01-09 06:20,28.18,107.95,22.51
SH00015,2024-01-09 06:30,16.6,295.99,42.39
SH00099,2024-01-09 06:40,23.95,494.35,10.0
SH00095,2024-01-09 06:50,18.02,260.39,48.98
SH00070,2024-01-09 07:00,17.83,388.87,16.23
SH00069,2024-01-09 07:10,21.35,408.55,9.64
SH00001,2024-01-09 07:20,27.13,436.14,22.24
SH00013,2024-01-09 07:30,26.79,76.71,44.0
SH00034,2024-01-09 07:40,10.15,238.41,17.82
SH00130,2024-01-09 07:50,18.13,175.0,24.96
SH00083,2024-01-09 08:00,16.56,391.39,44.42
SH00045,2024-01-09 08:10,15.1,243.93,0.29
SH00087,2024-01-09 08:20,20.42,414.18,40.42
SH00015,2024-01-09 08:30,17.15,236.63,17.65
SH00066,2024-01-09 08:40,27.23,167.01,38.49
SH00076,2024-01-09 08:50,10.1,410.75,41.66
SH00137,2024-01-09 09:00,29.96,57.64,38.78
SH00011,2024-01-09 09:10,24.6,253.69,47.92
SH00160,2024-01-09 09:20,15.97,471.47,7.69
SH00016,2024-01-09 09:30,13.47,408.79,16.64
SH00137,2024-01-09 09:40,14.47,492.4,38.84
SH00069,2024-01-09 09:50,23.36,55.45,38.51
SH00122,2024-01-09 10:00,21.93,440.6,45.96
SH00035,2024-01-09 10:10,26.81,201.49,7.64
SH00100,2024-01-09 10:20,22.19,286.98,14.94
SH00091,2024-01-09 10:30,25.07,219.94,34.57
SH00004,2024-01-09 10:40,21.46,274.22,31.96
SH00005,2024-01-09 10:50,27.77,313.02,31.4
SH00111,2024-01-09 11:00,10.02,372.75,12.55
SH00012,2024-01-09 11:10,26.03,486.25,17.69
SH00036,2024-01-09 11:20,6.640000000000001,176.17,42.08
SH00040,2024-01-09 11:30,10.82,93.37,37.21
SH00137,2024-01-09 11:40,18.74,213.16,18.26
SH00018,2024-01-09 11:50,20.27,241.41,13.37
SH00041,2024-01-09 12:00,14.03,275.39,37.73
SH00165,2024-01-09 12:10,20.4,228.39,25.72
SH00108,2024-01-09 12:20,13.18,341.02,10.99
SH00165,2024-01-09 12:30,17.21,296.89,35.82
SH00108,2024-01-09 12:40,26.77,181.64,25.82
SH00050,2024-01-09 12:50,24.0,222.78,9.09
SH00165,2024-01-09 13:00,28.3,88.9,4.61
SH00024,2024-01-09 13:10,19.37,275.29,14.75
SH00093,2024-01-09 13:20,26.43,303.41,20.72
SH00108,2024-01-09 13:30,28.56,156.0,23.01
SH00031,2024-01-09 13:40,19.01,276.16,28.96
SH00059,2024-01-09 13:50,19.43,422.39,2.83
SH00110,2024-01-09 14:00,16.33,172.73,39.97
SH00015,2024-01-09 14:10,23.42,298.49,40.5
SH00067,2024-01-09 14:20,11.41,405.98,21.04
SH00135,2024-01-09 14:30,11.55,418.34,43.24
SH00116,2024-01-09 14:40,24.98,258.25,3.32
SH00155,2024-01-09 14:50,11.16,311.46,18.48
SH00161,2024-01-09 15:00,17.81,232.24,27.5
SH00114,2024-01-09 15:10,18.22,286.31,43.06
SH00103,2024-01-09 15:20,11.59,157.01,19.96
SH00162,2024-01-09 15:30,25.73,321.18,31.6
SH00140,2024-01-09 15:40,12.0,467.78,32.35
SH00168,2024-01-09 15:50,25.68,94.23,38.35
SH00126,2024-01-09 16:00,10.14,230.81,35.76
SH00031,2024-01-09 16:10,10.94,313.76,10.97
SH00037,2024-01-09 16:20,17.75,323.01,11.55
SH00170,2024-01-09 16:30,28.59,246.5,15.19
SH00063,2024-01-09 16:40,24.28,69.91,24.54
SH00133,2024-01-09 16:50,25.66,439.26,49.83
SH00115,2024-01-09 17:00,10.27,269.08,11.81
SH00169,2024-01-09 17:10,27.98,148.11,16.15
SH00082,2024-01-09 17:20,18.8,457.28,17.87
SH00159,2024-01-09 17:30,22.07,444.73,11.13
SH00068,2024-01-09 17:40,10.89,215.44,25.46
SH00080,2024-01-09 17:50,11.28,449.49,47.55
SH00040,2024-01-09 18:00,28.72,490.0,39.66
SH00138,2024-01-09 18:10,29.81,101.22,31.39
SH00137,2024-01-09 18:20,22.03,384.64,29.14
SH00159,2024-01-09 18:30,18.93,74.05,44.12
SH00161,2024-01-09 18:40,15.34,241.86,14.6
SH00076,2024-01-09 18:50,10.49,392.58,11.6
SH00110,2024-01-09 19:00,29.08,416.48,3.32
SH00082,2024-01-09 19:10,19.6,391.27,25.3
SH00150,2024-01-09 19:20,28.9,214.72,35.32
SH00172,2024-01-09 19:30,12.95,247.63,5.22
SH00054,2024-01-09 19:40,24.21,111.52,41.49
SH00170,2024-01-09 19:50,16.09,123.65,41.08
SH00097,2024-01-09 20:00,27.09,381.37,3.45
SH00138,2024-01-09 20:10,14.95,244.79,19.45
SH00077,2024-01-09 20:20,15.83,222.94,23.55
SH00032,2024-01-09 20:30,16.91,334.49,17.84
SH00161,2024-01-09 20:40,19.74,383.33,46.17
SH00114,2024-01-09 20:50,10.06,55.91,8.08
SH00025,2024-01-09 21:00,18.09,298.32,32.28
SH00026,2024-01-09 21:10,14.56,393.44,41.89
SH00015,2024-01-09 21:20,24.1,164.82,28.12
SH00074,2024-01-09 21:30,10.52,498.3,29.57
SH00104,2024-01-09 21:40,15.77,336.61,12.07
SH00039,2024-01-09 21:50,18.5,433.73,17.39
SH00166,2024-01-09 22:00,21.7,368.19,9.36
SH00097,2024-01-09 22:10,19.05,105.4,37.31
SH00020,2024-01-09 22:20,10.03,498.82,37.33
SH00009,2024-01-09 22:30,12.69,432.06,6.4
SH00069,2024-01-09 22:40,22.27,294.9,3.62
SH00109,2024-01-09 22:50,21.07,951.0,24.41
SH00116,2024-01-09 23:00,22.29,197.33,31.78
SH00071,2024-01-09 23:10,15.88,327.55,10.56
SH00118,2024-01-09 23:20,16.08,227.95,18.02
SH00097,2024-01-09 23:30,26.27,99.52,19.19
SH00056,2024-01-09 23:40,11.33,313.05,37.52
SH00157,2024-01-09 23:50,22.67,210.21,37.9
SH00113,2024-01-10 00:00,17.51,446.36,40.59
SH00056,2024-01-10 00:10,28.55,185.94,45.96
SH00086,2024-01-10 00:20,16.87,377.87,48.94
SH00070,2024-01-10 00:30,25.59,466.41,12.79
SH00047,2024-01-10 00:40,20.67,291.17,28.63
SH00060,2024-01-10 00:50,11.32,466.32,13.8
SH00096,2024-01-10 01:00,23.73,181.58,41.47
SH00067,2024-01-10 01:10,23.93,314.76,26.3
SH00055,2024-01-10 01:20,21.27,443.68,0.4
SH00113,2024-01-10 01:30,19.91,245.95,4.74
SH00096,2024-01-10 01:40,20.04,76.9,36.15
SH00022,2024-01-10 01:50,16.24,312.03,16.23
SH00111,2024-01-10 02:00,19.63,-64.35,31.57
SH00141,2024-01-10 02:10,19.12,70.4,33.57
SH00078,2024-01-10 02:20,12.58,392.44,41.95
SH00001,2024-01-10 02:30,12.86,242.52,28.91
SH00019,2024-01-10 02:40,17.45,168.48,35.34
SH00014,2024-01-10 02:50,13.69,74.4,47.95
SH00166,2024-01-10 03:00,23.83,200.81,34.77
SH00036,2024-01-10 03:10,13.36,383.41,4.79
SH00105,2024-01-10 03:20,19.61,96.39,3.77
SH00037,2024-01-10 03:30,10.38,492.4,20.09
SH00133,2024-01-10 03:40,12.81,111.06,6.83
SH00060,2024-01-10 03:50,27.38,314.2,9.21
SH00036,2024-01-10 04:00,23.1,93.02,33.16
SH00020,2024-01-10 04:10,12.28,143.48,26.71
SH00050,2024-01-10 04:20,14.56,128.44,9.08
SH00055,2024-01-10 04:30,13.17,379.82,12.71
SH00073,2024-01-10 04:40,16.67,147.46,9.28
SH00077,2024-01-10 04:50,22.19,242.69,0.25
SH00110,2024-01-10 05:00,13.87,128.24,2.73
SH00064,2024-01-10 05:10,18.75,254.22,33.5
SH00063,2024-01-10 05:20,15.53,307.78,31.85
SH00060,2024-01-10 05:30,17.12,425.68,4.61
SH00104,2024-01-10 05:40,17.42,199.63,42.35
SH00100,2024-01-10 05:50,29.21,216.38,12.31
SH00107,2024-01-10 06:00,18.33,97.35,23.64
SH00104,2024-01-10 06:10,26.98,364.09,7.96
SH00070,2024-01-10 06:20,28.48,227.21,35.98
SH00144,2024-01-10 06:30,21.61,360.23,46.3
SH00148,2024-01-10 06:40,21.03,202.59,12.49
SH00100,2024-01-10 06:50,19.88,316.58,14.89
SH00165,2024-01-10 07:00,19.15,340.19,46.7
SH00141,2024-01-10 07:10,28.62,195.79,10.63
SH00085,2024-01-10 07:20,20.0,243.12,33.44
SH00101,2024-01-10 07:30,24.61,116.2,28.28
SH00156,2024-01-10 07:40,25.04,391.51,39.37
SH00058,2024-01-10 07:50,23.48,275.04,5.08
SH00051,2024-01-10 08:00,23.89,89.77,12.24
SH00034,2024-01-10 08:10,17.59,-37.81,8.3
SH00071,2024-01-10 08:20,20.73,240.63,24.1
SH00143,2024-01-10 08:30,27.92,223.97,13.75
SH00032,2024-01-10 08:40,29.58,229.2,9.82
SH00114,2024-01-10 08:50,17.94,195.49,13.9
SH00163,2024-01-10 09:00,13.29,429.1,14.83
SH00049,2024-01-10 09:10,21.96,257.0,37.4
SH00162,2024-01-10 09:20,27.99,55.11,19.77
SH00171,2024-01-10 09:30,11.6,350.5,9.08
SH00075,2024-01-10 09:40,21.34,89.79,20.5
SH00175,2024-01-10 09:50,27.78,150.89,16.43
SH00100,2024-01-10 10:00,12.15,207.46,38.67
SH00064,2024-01-10 10:10,21.35,172.45,29.26
SH00058,2024-01-10 10:20,14.63,487.43,10.77
SH00124,2024-01-10 10:30,23.14,142.3,34.28
SH00012,2024-01-10 10:40,26.51,295.47,34.57
SH00019,2024-01-10 10:50,27.3,272.13,10.83
SH00140,2024-01-10 11:00,11.82,230.21,48.77
SH00170,2024-01-10 11:10,23.15,397.25,2.38
SH00042,2024-01-10 11:20,27.87,67.39,26.48
SH00107,2024-01-10 11:30,28.52,231.89,27.21
SH00159,2024-01-10 11:40,22.04,160.9,7.22
SH00067,2024-01-10 11:50,20.04,384.22,16.46
SH00016,2024-01-10 12:00,14.19,138.87,21.27
SH00172,2024-01-10 12:10,11.92,426.8,46.41
SH00098,2024-01-10 12:20,11.18,195.77,24.03
SH00127,2024-01-10 12:30,12.32,444.61,39.13
SH00005,2024-01-10 12:40,29.93,186.55,23.2
SH00134,2024-01-10 12:50,21.11,344.84,14.47
SH00118,2024-01-10 13:00,27.02,184.58,6.84
SH00156,2024-01-10 13:10,14.26,246.26,42.46
SH00110,2024-01-10 13:20,13.75,82.29,27.71
SH00164,2024-01-10 13:30,19.99,326.6,5.56
SH00148,2024-01-10 13:40,29.98,126.19,32.07
SH00013,2024-01-10 13:50,11.52,156.86,46.0
SH00153,2024-01-10 14:00,23.27,484.62,9.28
SH00089,2024-01-10 14:10,16.74,499.25,8.78
SH00020,2024-01-10 14:20,10.04,334.85,14.15
SH00120,2024-01-10 14:30,21.67,318.74,30.68
SH00092,2024-01-10 14:40,18.52,322.03,25.33
SH00015,2024-01-10 14:50,10.61,97.69,49.52
SH00116,2024-01-10 15:00,16.96,348.53,20.09
SH00076,2024-01-10 15:10,27.73,433.28,9.21
SH00040,2024-01-10 15:20,17.79,109.97,32.67
SH00098,2024-01-10 15:30,27.48,264.38,33.17
SH00168,2024-01-10 15:40,28.42,100.05,11.12
SH00166,2024-01-10 15:50,29.11,239.44,9.0
SH00114,2024-01-10 16:00,25.56,96.17,0.26
SH00106,2024-01-10 16:10,18.18,319.78,33.62
SH00026,2024-01-10 16:20,19.72,291.33,0.39
SH00029,2024-01-10 16:30,12.43,441.58,32.98
SH00038,2024-01-10 16:40,13.62,300.23,14.2
SH00040,2024-01-10 16:50,20.52,211.06,30.3
SH00070,2024-01-10 17:00,11.85,376.83,27.71
SH00059,2024-01-10 17:10,17.46,401.79,35.23
SH00008,2024-01-10 17:20,26.52,475.56,15.72
SH00114,2024-01-10 17:30,28.55,124.13,32.16
SH00002,2024-01-10 17:40,25.83,246.51,5.88
SH00126,2024-01-10 17:50,21.13,68.42,37.96
SH00139,2024-01-10 18:00,10.34,82.75,44.75
SH00085,2024-01-10 18:10,14.85,84.74,16.65
SH00131,2024-01-10 18:20,25.22,93.02,32.79
SH00117,2024-01-10 18:30,15.76,447.7,6.44
SH00131,2024-01-10 18:40,23.48,466.85,11.16
SH00128,2024-01-10 18:50,29.63,301.66,35.52
SH00119,2024-01-10 19:00,21.17,397.9,33.38
SH00159,2024-01-10 19:10,24.51,373.43,12.53
SH00104,2024-01-10 19:20,21.93,56.18,40.72
SH00127,2024-01-10 19:30,25.68,316.56,15.3
SH00072,2024-01-10 19:40,13.73,452.66,0.03
SH00146,2024-01-10 19:50,22.75,360.26,17.96
SH00140,2024-01-10 20:00,18.58,219.77,36.39
SH00062,2024-01-10 20:10,14.67,390.27,18.56
SH00082,2024-01-10 20:20,12.88,236.47,46.32
SH00077,2024-01-10 20:30,21.75,298.33,7.0
SH00072,2024-01-10 20:40,13.89,375.3,30.8
SH00102,2024-01-10 20:50,15.92,185.58,38.69
SH00083,2024-01-10 21:00,26.05,415.22,26.58
SH00037,2024-01-10 21:10,18.02,128.35,15.07
SH00117,2024-01-10 21:20,24.19,188.52,36.01
SH00102,2024-01-10 21:30,22.01,197.43,16.9
SH00150,2024-01-10 21:40,28.56,222.88,41.7
