site_code,obs_time,water_level,flow,rainfall
SH00064,2024-01-05 10:50,16.4,71.4,2.04
SH00055,2024-01-05 11:00,15.71,176.07,30.33
SH00126,2024-01-05 11:10,7.27,186.96,4.84
SH00093,2024-01-05 11:20,24.86,315.01,30.24
SH00150,2024-01-05 11:30,17.68,449.24,6.52
SH00151,2024-01-05 11:40,29.37,447.82,40.87
SH00026,2024-01-05 11:50,11.5,295.96,17.14
SH00052,2024-01-05 12:00,20.67,119.15,6.39
SH00144,2024-01-05 12:10,29.5,452.71,22.42
SH00018,2024-01-05 12:20,19.66,285.69,47.62
SH00071,2024-01-05 12:30,23.93,108.02,2.27
SH00178,2024-01-05 12:40,13.8,416.54,24.75
SH00020,2024-01-05 12:50,13.31,387.83,19.21
SH00070,2024-01-05 13:00,14.14,551.62,28.59
SH00129,2024-01-05 13:10,24.16,286.28,15.17
SH00142,2024-01-05 13:20,12.38,150.77,26.68
SH00072,2024-01-05 13:30,28.54,171.7,39.53
SH00054,2024-01-05 13:40,20.69,50.63,17.37
SH00022,2024-01-05 13:50,28.93,447.79,13.2
SH00076,2024-01-05 14:00,16.49,75.77,40.8
SH00072,2024-01-05 14:10,13.53,487.22,26.87
SH00150,2024-01-05 14:20,12.13,385.6,19.1
SH00163,2024-01-05 14:30,22.09,142.77,22.11
SH00162,2024-01-05 14:40,26.15,388.8,7.78
SH00095,2024-01-05 14:50,12.97,265.55,24.8
SH00046,2024-01-05 15:00,13.78,270.73,36.47
SH00042,2024-01-05 15:10,27.71,417.87,34.37
SH00110,2024-01-05 15:20,14.91,459.11,48.52
SH00004,2024-01-05 15:30,22.07,220.04,1.04
SH00165,2024-01-05 15:40,28.69,109.48,38.51
SH00154,2024-01-05 15:50,10.27,484.86,47.88
SH00087,2024-01-05 16:00,27.05,88.23,6.96
SH00042,2024-01-05 16:10,16.15,265.51,12.19
SH00140,2024-01-05 16:20,12.46,421.22,5.14
SH00107,2024-01-05 16:30,12.84,460.48,1.2
SH00168,2024-01-05 16:40,15.74,464.76,34.22
SH00029,2024-01-05 16:50,19.84,495.85,11.23
SH00020,2024-01-05 17:00,22.31,103.26,46.17
SH00155,2024-01-05 17:10,13.02,242.88,16.74
SH00171,2024-01-05 17:20,23.74,331.14,14.35
SH00128,2024-01-05 17:30,23.23,469.8,40.54
SH00001,2024-01-05 17:40,27.23,490.12,38.89
SH00115,2024-01-05 17:50,24.43,403.5,23.92
SH00072,2024-01-05 18:00,12.89,195.37,6.38
SH00127,2024-01-05 18:10,18.48,362.04,20.7
SH00168,2024-01-05 18:20,28.43,222.43,27.47
SH00138,2024-01-05 18:30,26.43,223.08,29.05
SH00178,2024-01-05 18:40,26.23,148.7,4.36
SH00005,2024-01-05 18:50,17.25,263.27,6.68
SH00093,2024-01-05 19:00,26.98,440.05,40.95
SH00142,2024-01-05 19:10,29.44,460.83,12.12
SH00036,2024-01-05 19:20,12.34,363.1,7.15
SH00109,2024-01-05 19:30,17.43,365.63,33.14
SH00041,2024-01-05 19:40,10.6,214.36,3.95
SH00107,2024-01-05 19:50,12.99,132.09,37.18
SH00077,2024-01-05 20:00,19.4,75.14999999999998,22.2
SH00040,2024-01-05 20:10,11.2,339.1,30.21
SH00102,2024-01-05 20:20,26.65,355.96,43.8
SH00147,2024-01-05 20:30,20.04,369.21,21.18
SH00134,2024-01-05 20:40,17.55,477.98,37.16
SH00101,2024-01-05 20:50,13.67,385.7,27.96
SH00120,2024-01-05 21:00,19.55,343.71,20.25
SH00096,2024-01-05 21:10,22.93,137.63,5.42
SH00086,2024-01-05 21:20,10.56,176.99,27.08
SH00080,2024-01-05 21:30,13.75,140.78,46.46
SH00146,2024-01-05 21:40,21.3,303.68,39.51
SH00080,2024-01-05 21:50,10.17,210.49,14.12
SH00101,2024-01-05 22:00,24.51,488.23,35.13
SH00129,2024-01-05 22:10,12.02,413.37,7.51
SH00151,2024-01-05 22:20,27.38,66.83,8.06
SH00161,2024-01-05 22:30,11.87,373.31,44.22
SH00042,2024-01-05 22:40,29.87,275.73,49.61
SH00088,2024-01-05 22:50,18.95,109.04,14.54
SH00011,2024-01-05 23:00,27.81,398.38,19.38
SH00020,2024-01-05 23:10,29.16,805.11,49.72
SH00141,2024-01-05 23:20,27.35,408.82,44.76
SH00044,2024-01-05 23:30,28.68,122.66,14.01
SH00046,2024-01-05 23:40,24.21,257.33,49.31
SH00114,2024-01-05 23:50,23.01,113.2,6.2
SH00074,2024-01-06 00:00,18.02,435.65,45.86
SH00160,2024-01-06 00:10,29.04,218.16,34.11
SH00175,2024-01-06 00:20,10.85,489.84,2.85
SH00144,2024-01-06 00:30,10.16,433.88,14.53
SH00019,2024-01-06 00:40,14.46,443.37,33.46
SH00137,2024-01-06 00:50,28.0,259.18,4.29
SH00102,2024-01-06 01:00,25.36,139.76,16.44
SH00125,2024-01-06 01:10,14.25,383.58,5.72
SH00121,2024-01-06 01:20,12.91,146.06,28.41
SH00016,2024-01-06 01:30,28.73,212.67,21.51
SH00006,2024-01-06 01:40,29.05,357.65,13.49
SH00018,2024-01-06 01:50,15.48,86.77,43.69
SH00055,2024-01-06 02:00,23.39,166.75,41.53
SH00088,2024-01-06 02:10,29.27,183.61,9.93
SH00138,2024-01-06 02:20,23.78,122.31,34.83
SH00100,2024-01-06 02:30,26.46,302.41,44.69
SH00149,2024-01-06 02:40,22.33,195.68,49.32
SH00082,2024-01-06 02:50,10.28,453.43,46.69
SH00173,2024-01-06 03:00,18.13,284.31,0.18
SH00033,2024-01-06 03:10,22.69,337.51,28.92
SH00049,2024-01-06 03:20,18.4,295.74,8.31
SH00049,2024-01-06 03:30,29.43,809.5799999999999,0.72
SH00129,2024-01-06 03:40,26.38,106.14,24.96
SH00091,2024-01-06 03:50,17.04,294.11,26.16
SH00046,2024-01-06 04:00,19.18,217.9,27.64
SH00073,2024-01-06 04:10,26.9,359.85,21.87
SH00026,2024-01-06 04:20,29.91,412.67,5.19
SH00106,2024-01-06 04:30,12.07,387.47,31.19
SH00129,2024-01-06 04:40,21.62,64.69,14.5
SH00117,2024-01-06 04:50,21.03,101.53,42.82
SH00119,2024-01-06 05:00,18.26,919.19,35.19
SH00058,2024-01-06 05:10,20.15,170.42,32.93
SH00107,2024-01-06 05:20,23.47,51.87,45.45
SH00096,2024-01-06 05:30,26.82,283.53,37.06
SH00147,2024-01-06 05:40,29.86,158.82,48.67
SH00014,2024-01-06 05:50,26.03,310.03,6.44
SH00045,2024-01-06 06:00,18.06,193.16,7.92
SH00033,2024-01-06 06:10,20.09,334.15,39.21
SH00067,2024-01-06 06:20,26.75,121.57,16.12
SH00003,2024-01-06 06:30,22.58,316.98,1.39
SH00021,2024-01-06 06:40,21.44,61.38,36.71
SH00092,2024-01-06 06:50,13.73,343.64,11.09
SH00097,2024-01-06 07:00,25.41,346.67,13.75
SH00164,2024-01-06 07:10,29.7,440.12,5.55
SH00037,2024-01-06 07:20,15.65,452.57,4.64
SH00054,2024-01-06 07:30,17.82,270.97,1.1
SH00020,2024-01-06 07:40,14.21,238.96,44.49
SH00042,2024-01-06 07:50,13.6,54.56,8.93
SH00009,2024-01-06 08:00,12.34,204.26,17.34
SH00002,2024-01-06 08:10,13.17,383.76,46.33
SH00006,2024-01-06 08:20,20.36,392.43,10.82
SH00008,2024-01-06 08:30,16.55,148.89,36.39
SH00124,2024-01-06 08:40,13.98,91.39,35.4
SH00127,2024-01-06 08:50,18.72,475.86,46.12
SH00072,2024-01-06 09:00,29.24,96.3,39.66
SH00053,2024-01-06 09:10,29.08,269.52,44.14
SH00082,2024-01-06 09:20,22.46,323.28,21.47
SH00162,2024-01-06 09:30,26.39,252.23,44.47
SH00105,2024-01-06 09:40,15.87,422.01,32.25
SH00008,2024-01-06 09:50,12.29,414.07,21.47
SH00056,2024-01-06 10:00,23.14,217.38,38.98
SH00003,2024-01-06 10:10,24.34,146.2,28.37
SH00017,2024-01-06 10:20,17.71,320.81,26.36
SH00156,2024-01-06 10:30,28.93,413.34,33.57
SH00175,2024-01-06 10:40,25.12,193.0,16.01
SH00128,2024-01-06 10:50,10.94,173.49,5.96
SH00152,2024-01-06 11:00,17.66,309.39,14.25
SH00002,2024-01-06 11:10,28.23,177.96,42.08
SH00136,2024-01-06 11:20,10.78,340.15,3.47
SH00078,2024-01-06 11:30,15.49,389.16,20.02
SH00157,2024-01-06 11:40,10.94,184.3,49.2
SH00032,2024-01-06 11:50,26.86,471.97,5.14
SH00036,2024-01-06 12:00,12.1,195.29,34.38
SH00049,2024-01-06 12:10,24.48,115.52999999999997,40.81
SH00067,2024-01-06 12:20,27.67,69.38,2.4
SH00177,2024-01-06 12:30,22.26,415.62,13.5
SH00118,2024-01-06 12:40,12.4,193.7,7.4
SH00106,2024-01-06 12:50,22.74,350.71,26.09
SH00126,2024-01-06 13:00,29.53,194.86,36.54
SH00076,2024-01-06 13:10,24.23,208.85,41.78
SH00053,2024-01-06 13:20,23.9,83.81,24.73
SH00120,2024-01-06 13:30,26.37,134.56,5.23
SH00136,2024-01-06 13:40,20.28,191.01,47.22
SH00130,2024-01-06 13:50,12.11,108.53,45.83
SH00159,2024-01-06 14:00,20.27,401.01,9.4
SH00079,2024-01-06 14:10,29.03,309.76,5.1
SH00029,2024-01-06 14:20,14.81,452.34,9.35
SH00116,2024-01-06 14:30,17.04,103.25,27.52
SH00102,2024-01-06 14:40,20.04,278.57,2.66
SH00167,2024-01-06 14:50,17.65,467.61,9.7
SH00071,2024-01-06 15:00,20.59,272.13,21.68
SH00029,2024-01-06 15:10,14.39,73.91,1.78
SH00026,2024-01-06 15:20,15.51,447.17,34.98
SH00057,2024-01-06 15:30,24.68,445.79,13.41
SH00089,2024-01-06 15:40,12.739999999999998,367.63,14.4
SH00180,2024-01-06 15:50,22.44,382.59,42.63
SH00175,2024-01-06 16:00,11.39,634.3,44.99
SH00110,2024-01-06 16:10,16.68,129.88,13.19
SH00003,2024-01-06 16:20,21.88,486.29,29.16
SH00029,2024-01-06 16:30,10.9,57.83,34.0
SH00129,2024-01-06 16:40,13.35,115.96,4.7
SH00116,2024-01-06 16:50,19.81,207.85,27.29
SH00118,2024-01-06 17:00,10.27,208.68,35.51
SH00153,2024-01-06 17:10,19.69,171.47,25.97
SH00106,2024-01-06 17:20,27.13,346.72,7.08
SH00179,2024-01-06 17:30,29.47,211.74,37.22
SH00164,2024-01-06 17:40,12.16,173.27,31.34
SH00135,2024-01-06 17:50,13.5,459.65,17.44
SH00071,2024-01-06 18:00,16.19,68.49,26.0
SH00111,2024-01-06 18:10,25.91,305.0,39.63
SH00003,2024-01-06 18:20,19.98,358.49,23.32
SH00160,2024-01-06 18:30,21.16,123.17,24.34
SH00117,2024-01-06 18:40,10.82,177.36,29.65
SH00111,2024-01-06 18:50,17.05,425.35,2.5
SH00129,2024-01-06 19:00,23.31,396.0,7.75
SH00051,2024-01-06 19:10,18.64,463.22,14.54
SH00064,2024-01-06 19:20,26.23,336.67,21.13
SH00067,2024-01-06 19:30,28.4,318.67,8.67
SH00149,2024-01-06 19:40,12.78,395.45,12.5
SH00079,2024-01-06 19:50,11.71,305.0,31.42
SH00112,2024-01-06 20:00,11.92,286.96,34.71
SH00092,2024-01-06 20:10,19.37,242.45,21.03
SH00144,2024-01-06 20:20,10.53,395.05,4.42
SH00063,2024-01-06 20:30,21.61,217.9,31.04
SH00014,2024-01-06 20:40,35.11,226.7,20.15
SH00022,2024-01-06 20:50,11.09,423.45,32.49
SH00075,2024-01-06 21:00,21.31,360.77,43.22
SH00131,2024-01-06 21:10,24.79,73.86,10.25
SH00127,2024-01-06 21:20,12.73,452.77,31.98
SH00002,2024-01-06 21:30,26.11,330.65,10.03
SH00031,2024-01-06 21:40,20.4,161.24,5.18
SH00101,2024-01-06 21:50,11.11,104.82,20.23
SH00140,2024-01-06 22:00,15.21,325.74,21.96
SH00038,2024-01-06 22:10,22.72,133.16,40.93
SH00180,2024-01-06 22:20,20.93,264.27,14.5
SH00127,2024-01-06 22:30,17.35,173.83,19.29
SH00109,2024-01-06 22:40,12.96,177.54,6.01
SH00009,2024-01-06 22:50,22.9,451.95,30.99
SH00036,2024-01-06 23:00,19.36,375.38,13.85
SH00129,2024-01-06 23:10,14.22,456.15,26.25
SH00039,2024-01-06 23:20,17.04,373.64,16.96
SH00072,2024-01-06 23:30,25.7,346.3,46.17
SH00124,2024-01-06 23:40,17.53,262.29,32.95
SH00169,2024-01-06 23:50,20.51,108.24,16.2
SH00159,2024-01-07 00:00,26.6,80.41,1.48
SH00171,2024-01-07 00:10,12.12,470.41,23.82
SH00061,2024-01-07 00:20,12.11,446.34,36.41
SH00017,2024-01-07 00:30,11.24,162.72,1.87
SH00096,2024-01-07 00:40,22.13,428.31,46.18
SH00097,2024-01-07 00:50,12.66,336.83,27.82
SH00174,2024-01-07 01:00,15.72,140.54,8.1
SH00050,2024-01-07 01:10,11.72,60.91,47.99
SH00036,2024-01-07 01:20,27.87,211.8,20.4
SH00048,2024-01-07 01:30,23.65,480.98,36.41
SH00054,2024-01-07 01:40,21.41,263.18,17.61
SH00036,2024-01-07 01:50,26.03,247.5,31.27
SH00033,2024-01-07 02:00,25.65,184.2,5.9
SH00085,2024-01-07 02:10,10.45,419.6,14.49
SH00092,2024-01-07 02:20,11.36,442.16,48.41
SH00133,2024-01-07 02:30,28.64,275.02,19.96
SH00029,2024-01-07 02:40,21.66,471.62,49.25
SH00108,2024-01-07 02:50,15.22,200.54,38.24
SH00085,2024-01-07 03:00,28.48,348.5,43.91
SH00145,2024-01-07 03:10,28.09,366.39,38.28
SH00107,2024-01-07 03:20,21.96,325.59,4.03
SH00070,2024-01-07 03:30,24.47,96.83,24.83
SH00123,2024-01-07 03:40,16.07,432.43,48.57
SH00051,2024-01-07 03:50,20.68,437.13,34.1
SH00014,2024-01-07 04:00,17.74,219.75,6.26
SH00030,2024-01-07 04:10,18.76,453.72,49.13
SH00112,2024-01-07 04:20,38.36,157.18,4.6
SH00138,2024-01-07 04:30,21.36,495.92,0.74
SH00020,2024-01-07 04:40,11.13,247.35,14.13
SH00063,2024-01-07 04:50,29.96,108.37,19.89
SH00020,2024-01-07 05:00,15.0,294.64,24.75
SH00057,2024-01-07 05:10,18.87,186.22,18.35
SH00063,2024-01-07 05:20,20.54,170.39,34.89
SH00106,2024-01-07 05:30,24.11,329.84,13.99
SH00134,2024-01-07 05:40,14.61,383.86,10.54
SH00037,2024-01-07 05:50,10.72,155.8,22.01
SH00006,2024-01-07 06:00,19.98,65.19,13.9
SH00022,2024-01-07 06:10,21.189999999999998,434.56,19.2
SH00012,2024-01-07 06:20,14.49,220.7,33.0
SH00009,2024-01-07 06:30,20.83,206.51,1.3
SH00068,2024-01-07 06:40,26.2,315.93,37.86
SH00112,2024-01-07 06:50,27.31,402.18,46.43
SH00142,2024-01-07 07:00,17.76,374.58,33.9
SH00119,2024-01-07 07:10,18.48,373.65,38.45
SH00120,2024-01-07 07:20,34.91,466.1,6.59
SH00064,2024-01-07 07:30,25.43,183.12,28.55
SH00069,2024-01-07 07:40,23.18,402.09,40.51
SH00146,2024-01-07 07:50,23.22,126.19999999999999,42.38
SH00120,2024-01-07 08:00,10.74,211.43,31.89
SH00149,2024-01-07 08:10,28.78,174.4,30.52
SH00047,2024-01-07 08:20,15.16,404.03,12.98
SH00045,2024-01-07 08:30,12.94,328.08,2.48
SH00176,2024-01-07 08:40,20.13,248.14,15.87
SH00067,2024-01-07 08:50,29.51,57.25,42.25
SH00012,2024-01-07 09:00,22.01,207.38,3.87
SH00061,2024-01-07 09:10,14.08,306.66,41.46
SH00110,2024-01-07 09:20,27.52,114.39,16.33
SH00105,2024-01-07 09:30,27.95,218.62,47.12
SH00095,2024-01-07 09:40,10.89,468.64,45.59
SH00081,2024-01-07 09:50,20.22,401.39,25.41
SH00056,2024-01-07 10:00,17.58,312.21,32.85
SH00167,2024-01-07 10:10,11.57,84.79,46.78
SH00148,2024-01-07 10:20,22.61,380.28,26.95
SH00014,2024-01-07 10:30,22.14,346.64,26.02
SH00148,2024-01-07 10:40,15.86,159.81,12.15
SH00117,2024-01-07 10:50,16.3,487.58,34.65
SH00105,2024-01-07 11:00,17.24,208.39,25.28
SH00155,2024-01-07 11:10,14.61,403.84,11.49
SH00138,2024-01-07 11:20,14.9,459.17,33.71
SH00074,2024-01-07 11:30,16.83,103.08,20.43
SH00127,2024-01-07 11:40,22.65,97.69,44.99
SH00108,2024-01-07 11:50,15.27,299.56,46.51
SH00009,2024-01-07 12:00,26.68,60.77,8.35
SH00136,2024-01-07 12:10,28.37,456.92,17.72
SH00076,2024-01-07 12:20,12.38,453.84,44.92
SH00012,2024-01-07 12:30,11.48,464.33,47.5
SH00112,2024-01-07 12:40,15.79,264.7,6.73
SH00131,2024-01-07 12:50,11.68,453.02,29.68
SH00098,2024-01-07 13:00,16.41,129.53,36.13
SH00060,2024-01-07 13:10,15.95,203.5,28.21
SH00110,2024-01-07 13:20,15.71,222.83,37.87
SH00054,2024-01-07 13:30,18.61,175.22,43.98
SH00043,2024-01-07 13:40,12.37,173.23,21.95
SH00067,2024-01-07 13:50,29.78,389.06,46.23
SH00053,2024-01-07 14:00,21.04,278.91,8.44
SH00139,2024-01-07 14:10,20.76,137.81,24.42
SH00073,2024-01-07 14:20,28.84,307.02,36.6
SH00076,2024-01-07 14:30,28.36,372.31,45.96
SH00127,2024-01-07 14:40,15.26,439.03,49.65
SH00091,2024-01-07 14:50,26.07,384.92,11.12
SH00086,2024-01-07 15:00,15.52,333.78,25.64
SH00081,2024-01-07 15:10,27.85,67.26,5.02
SH00049,2024-01-07 15:20,26.83,347.51,43.88
SH00003,2024-01-07 15:30,14.92,313.85,43.61
SH00121,2024-01-07 15:40,13.03,416.24,36.68
SH00023,2024-01-07 15:50,19.02,435.72,37.47
SH00157,2024-01-07 16:00,14.17,130.15,20.91
SH00150,2024-01-07 16:10,14.69,206.92,26.52
SH00060,2024-01-07 16:20,27.5,350.59,24.51
SH00140,2024-01-07 16:30,19.62,93.44,5.62
SH00074,2024-01-07 16:40,18.39,251.23,12.37
SH00082,2024-01-07 16:50,23.21,206.41,19.9
SH00126,2024-01-07 17:00,22.02,359.25,1.45
SH00105,2024-01-07 17:10,11.22,397.31,13.08
SH00114,2024-01-07 17:20,18.5,167.31,2.73
SH00163,2024-01-07 17:30,26.37,188.83,20.49
SH00053,2024-01-07 17:40,25.59,99.64,48.41
SH00139,2024-01-07 17:50,10.4,375.0,40.12
SH00091,2024-01-07 18:00,25.34,298.8,32.75
SH00051,2024-01-07 18:10,29.7,427.17,19.78
SH00042,2024-01-07 18:20,28.21,199.18,10.78
SH00010,2024-01-07 18:30,26.91,389.8,26.33
SH00011,2024-01-07 18:40,13.14,185.66,11.5
SH00070,2024-01-07 18:50,25.0,415.85,18.89
SH00070,2024-01-07 19:00,27.24,84.44,25.23
SH00006,2024-01-07 19:10,10.29,423.61,30.24
SH00101,2024-01-07 19:20,13.89,322.56,15.61
SH00006,2024-01-07 19:30,16.04,256.51,4.98
SH00097,2024-01-07 19:40,15.82,91.88,48.34
SH00180,2024-01-07 19:50,20.66,160.08,0.86
SH00096,2024-01-07 20:00,25.25,371.56,22.61
SH00060,2024-01-07 20:10,18.94,264.56,5.45
SH00162,2024-01-07 20:20,29.52,92.93,8.46
SH00064,2024-01-07 20:30,11.68,231.44,41.9
SH00060,2024-01-07 20:40,11.18,272.04,20.59
SH00010,2024-01-07 20:50,6.43,304.39,20.33
SH00126,2024-01-07 21:00,20.91,190.86,32.6
SH00132,2024-01-07 21:10,21.1,382.86,36.65
SH00020,2024-01-07 21:20,17.51,390.6,8.1
SH00113,2024-01-07 21:30,27.39,101.15,44.28
SH00135,2024-01-07 21:40,19.74,387.05,27.35
SH00112,2024-01-07 21:50,29.91,373.97,44.01
SH00096,2024-01-07 22:00,21.28,124.68,14.51
SH00096,2024-01-07 22:10,20.39,163.06,23.14
SH00035,2024-01-07 22:20,13.28,371.79,23.69
SH00121,2024-01-07 22:30,11.34,489.64,15.59
SH00138,2024-01-07 22:40,19.17,92.62,31.25
SH00163,2024-01-07 22:50,21.18,151.71,31.44
SH00110,2024-01-07 23:00,21.69,187.59,31.23
SH00139,2024-01-07 23:10,22.83,141.16,29.63
SH00046,2024-01-07 23:20,15.26,96.04,39.84
SH00085,2024-01-07 23:30,21.51,434.03,30.24
SH00158,2024-01-07 23:40,23.37,263.03,8.4
SH00024,2024-01-07 23:50,28.59,26.720000000000027,7.17
SH00014,2024-01-08 00:00,12.74,413.26,21.27
SH00031,2024-01-08 00:10,14.82,226.96,38.7
SH00134,2024-01-08 00:20,16.34,85.19,30.27
SH00163,2024-01-08 00:30,26.67,370.11,41.99
SH00065,2024-01-08 00:40,23.71,301.06,21.77
SH00094,2024-01-08 00:50,27.11,396.84,17.3
SH00049,2024-01-08 01:00,27.65,130.55,37.38
SH00050,2024-01-08 01:10,10.11,189.68,4.71
SH00004,2024-01-08 01:20,22.14,65.09,13.75
SH00179,2024-01-08 01:30,24.09,173.38,2.86
SH00121,2024-01-08 01:40,29.94,334.51,24.52
SH00140,2024-01-08 01:50,26.15,67.19,1.44
SH00046,2024-01-08 02:00,27.42,109.24,20.98
SH00164,2024-01-08 02:10,24.21,191.41,42.89
SH00168,2024-01-08 02:20,22.28,57.5,41.86
SH00044,2024-01-08 02:30,28.11,314.08,47.22
SH00104,2024-01-08 02:40,18.33,350.48,3.07
SH00038,2024-01-08 02:50,24.58,87.79,22.17
SH00130,2024-01-08 03:00,18.19,335.88,42.11
SH00144,2024-01-08 03:10,17.01,203.65,28.41
SH00119,2024-01-08 03:20,11.76,463.1,9.13
SH00161,2024-01-08 03:30,29.32,395.03,39.44
SH00021,2024-01-08 03:40,27.54,474.46,15.39
SH00049,2024-01-08 03:50,24.95,382.15,15.52
SH00072,2024-01-08 04:00,12.81,191.99,11.3
SH00046,2024-01-08 04:10,29.59,166.71,21.98
SH00094,2024-01-08 04:20,16.98,338.82,22.48
SH00010,2024-01-08 04:30,28.99,313.35,7.79
SH00112,2024-01-08 04:40,16.94,414.91,39.81
SH00129,2024-01-08 04:50,21.03,384.41,13.45
SH00056,2024-01-08 05:00,19.35,64.15,5.76
SH00036,2024-01-08 05:10,19.34,195.35,28.19
SH00083,2024-01-08 05:20,34.03,333.26,43.47
SH00087,2024-01-08 05:30,22.96,95.09,45.66
SH00048,2024-01-08 05:40,25.04,247.55,30.83
SH00103,2024-01-08 05:50,19.47,159.61,36.17
SH00103,2024-01-08 06:00,16.0,486.84,43.87
SH00130,2024-01-08 06:10,12.16,241.65,13.47
SH00042,2024-01-08 06:20,20.24,465.06,44.33
SH00051,2024-01-08 06:30,29.03,305.59,6.98
SH00014,2024-01-08 06:40,29.41,189.17,38.29
SH00043,2024-01-08 06:50,19.21,346.37,10.02
SH00048,2024-01-08 07:00,14.72,141.49,4.51
SH00096,2024-01-08 07:10,10.1,121.7,5.0
SH00055,2024-01-08 07:20,28.26,350.8,41.57
SH00025,2024-01-08 07:30,17.75,193.26,46.76
SH00073,2024-01-08 07:40,26.4,378.67,21.23
SH00126,2024-01-08 07:50,23.4,486.6,1.34
SH00061,2024-01-08 08:00,17.38,202.93,41.16
SH00020,2024-01-08 08:10,22.91,112.14,9.4
SH00087,2024-01-08 08:20,17.68,130.94,7.54
SH00124,2024-01-08 08:30,10.7,481.33,21.09
SH00028,2024-01-08 08:40,19.3,87.19,34.3
SH00004,2024-01-08 08:50,13.22,607.9300000000001,25.35
SH00109,2024-01-08 09:00,25.43,186.33,12.93
SH00116,2024-01-08 09:10,20.04,401.45,35.6
SH00029,2024-01-08 09:20,25.71,491.33,26.59
SH00039,2024-01-08 09:30,10.14,476.69,35.38
SH00158,2024-01-08 09:40,24.55,254.75,2.43
SH00126,2024-01-08 09:50,19.21,72.53,29.97
SH00173,2024-01-08 10:00,15.92,418.63,27.14
SH00005,2024-01-08 10:10,18.94,183.96,1.78
SH00137,2024-01-08 10:20,24.77,161.88,4.2
SH00163,2024-01-08 10:30,19.87,451.72,17.27
SH00135,2024-01-08 10:40,21.38,68.29,16.33
SH00164,2024-01-08 10:50,26.25,95.51,25.63
SH00164,2024-01-08 11:00,24.99,240.14,1.12
SH00168,2024-01-08 11:10,24.85,85.68,45.62
SH00147,2024-01-08 11:20,15.22,186.44,25.7
SH00013,2024-01-08 11:30,17.48,262.81,38.04
SH00048,2024-01-08 11:40,15.54,352.15,30.23
SH00070,2024-01-08 11:50,10.1,143.21,39.1
SH00119,2024-01-08 12:00,21.98,989.15,15.91
SH00057,2024-01-08 12:10,11.27,179.52,35.6
SH00163,2024-01-08 12:20,21.9,293.66,23.78
SH00082,2024-01-08 12:30,16.93,249.97,23.1
SH00179,2024-01-08 12:40,13.4,225.53,20.15
SH00021,2024-01-08 12:50,22.63,302.6,17.26
SH00095,2024-01-08 13:00,16.08,387.89,22.57
SH00150,2024-01-08 13:10,13.33,208.23,21.58
SH00073,2024-01-08 13:20,21.13,270.84,11.74
SH00156,2024-01-08 13:30,28.98,105.57,19.79
SH00075,2024-01-08 13:40,13.57,121.6,38.88
SH00105,2024-01-08 13:50,17.04,147.99,45.02
SH00162,2024-01-08 14:00,12.11,448.14,48.01
SH00138,2024-01-08 14:10,20.65,151.29,20.2
SH00116,2024-01-08 14:20,23.14,443.0,20.0
SH00168,2024-01-08 14:30,13.45,458.28,19.17
SH00106,2024-01-08 14:40,13.78,63.07,11.21
SH00021,2024-01-08 14:50,21.99,379.47,47.27
SH00146,2024-01-08 15:00,22.51,357.96,47.59
SH00168,2024-01-08 15:10,17.79,280.1,9.65
SH00062,2024-01-08 15:20,13.5,471.71,46.07
SH00008,2024-01-08 15:30,14.14,257.53,12.25
SH00046,2024-01-08 15:40,29.46,275.1,5.56
SH00041,2024-01-08 15:50,14.9,374.92,3.49
SH00105,2024-01-08 16:00,27.34,497.99,43.11
SH00067,2024-01-08 16:10,27.67,291.8,35.79
SH00007,2024-01-08 16:20,18.77,422.49,2.99
SH00011,2024-01-08 16:30,17.27,372.48,25.58
SH00032,2024-01-08 16:40,12.07,431.18,37.9
SH00044,2024-01-08 16:50,17.33,345.44,7.1
SH00068,2024-01-08 17:00,11.94,338.92,3.7
SH00063,2024-01-08 17:10,25.14,204.1,34.46
SH00067,2024-01-08 17:20,21.36,317.49,38.07
SH00057,2024-01-08 17:30,27.6,303.59,35.69
SH00146,2024-01-08 17:40,22.68,263.88,21.99
SH00178,2024-01-08 17:50,12.57,323.35,42.96
SH00055,2024-01-08 18:00,21.66,116.76,0.6
SH00133,2024-01-08 18:10,18.12,328.31,8.52
SH00129,2024-01-08 18:20,16.29,218.46,43.27
SH00135,2024-01-08 18:30,19.64,267.8,18.99
SH00058,2024-01-08 18:40,16.19,150.94,13.92
SH00167,2024-01-08 18:50,13.94,-25.54000000000002,28.47
SH00052,2024-01-08 19:00,17.27,64.78,31.32
SH00070,2024-01-08 19:10,21.07,290.64,37.06
SH00015,2024-01-08 19:20,18.93,285.33,12.23
SH00167,2024-01-08 19:30,27.15,152.75,35.87
SH00069,2024-01-08 19:40,21.04,91.11,9.5
SH00034,2024-01-08 19:50,20.45,77.39,11.38
SH00119,2024-01-08 20:00,11.97,446.74,2.55
SH00123,2024-01-08 20:10,12.33,87.52,9.87
SH00125,2024-01-08 20:20,16.0,54.32,21.49
SH00114,2024-01-08 20:30,25.55,137.66,40.29
SH00001,2024-01-08 20:40,15.03,233.23,13.54
SH00124,2024-01-08 20:50,20.28,478.15,14.98
SH00071,2024-01-08 21:00,23.56,276.38,31.3
SH00047,2024-01-08 21:10,19.75,193.64,48.72
SH00017,2024-01-08 21:20,25.21,352.84,4.73
SH00176,2024-01-08 21:30,20.77,132.2,38.94
